_id,numerocontrato,anocontrato,orgaocontratante,objetocontrato,origemcontrato,sequencialcompra,cnpjcontratado,cpfcontratado,razaonomecontratado,logradouroendcontratado,numeroendcontratado,complementoendcontratado,bairroendcontratado,cidadeendcontratado,estadoendcontratado,datainiciovigencia,datafimvigencia,valorcontrato1,valorcontrato2,situacaocontrato
4960,4801.0006/2004,,SECRETARIA DE SAÚDE,LOCAÇÃO DE IMÓVEL SITUADO À RUA RIO DA PRATA 455 IBURA/PSF RIO DA PRATA DS VI,DISPENSA,,,66999979472,SELMA DE FÁTIMA SOUZA DA SILVA,"",,"","","","",2014-01-13T00:00:00,2015-01-13T00:00:00,0.0,5478.0,CADASTRADO
4961,4801.0006/2010,,SECRETARIA DE SAÚDE,"LOTE 2:
200 - FORNECIMENTO MENSAL DE 1.600 M³ (HUM MIL E SEISCENTOS METROS CÚBICOS) DE ÁGUA POTÁVEL, TRASPORTADA EM CARROS PIPA COM CAPACIDADE DE 8.000 (OITO MIL) LITROS.
COD.25191
----------------------------------------------------------------
LOTE 3:
200 - FORNECIMENTO MENSAL DE 3.000 M³ (TRÊS MIL METROS CÚBICOS) DE ÁGUA POTÁVEL, TRASPORTADA EM CARROS PIPA COM CAPACIDADE DE 15.000 (QUINZE MIL LITROS).
COD.25192",LICITAÇÃO,,10779162000123,,PLANETA AGUA EXPRESS LTDA - EPP,AVENIDA LEOPOLDINO CANUTO DE MELO,362,"",CAIXA DAGUA,OLINDA,PE,2010-01-25T00:00:00,2014-01-25T00:00:00,2195333.33,228000.0,CADASTRADO
4962,4801.0006/2012,,SECRETARIA DE SAÚDE,PRESTAÇÃO DE SERVIÇOS TERCEIRIZADOS.                                                   50-APOIO TÉCNICO NÍVEL I                                                             230-APOIO TÉCNICO NÍVEL II                                                                  230-APOIO TÉCNICO NÍVEL III,LICITAÇÃO,,1294543000121,,LUZI PASSAGENS TURISMO LOCACAO E REPRESENTACAOES LTDA ME,RUA PADRE CARAPUCEIRO,968,SALA 1306,BOA VIAGEM,RECIFE,PE,2012-04-02T00:00:00,2014-04-01T00:00:00,650000.0,200000.0,CADASTRADO
4963,4801.0006/2015,,SECRETARIA DE SAÚDE,"FORNECIMENTO DE GASES MEDICINAIS PARA AS UNIDADES DE SAÚDE, ALÉM DOS SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE UNIDADES CENTRAIS DE FORNECIMENTO, REVISÃO, REGULAGEM, SUBSTITUIÇÃO DE PEÇAS DE UNIDADES CENTRAIS DE FORNECIMENTOS.",DISPENSA,,351766000110,,OXIL GASES EQUIPAMENTOS LTDA,RUA ITAUBA,17,"",IMBIRIBEIRA,RECIFE,PE,2015-02-25T00:00:00,2015-08-24T00:00:00,0.0,1090116.0,CADASTRADO
4964,4801.0007/2009,,SECRETARIA DE SAÚDE,LOCAÇÃO DE IMÓVEL NÃO RESIDENCIAL SITUADO À  RUA TORREÃO 144 AFOGADOS RECIFE/PE -DS V,INEXIGIBILIDADE,,,3240932415,IRACI GALVÃO CAVALCANTI DA SILVA,"",,"","","","",2009-02-12T00:00:00,2014-02-12T00:00:00,43670.0,7920.0,CADASTRADO
4965,4801.0007/2016,,SECRETARIA DE SAÚDE,"LOCAÇÃO DE VEÍCULOS DIVERSOS DE USO ADMINISTRATIVO, SEM CONDUTOR E SEM COMBUSTÍVEL PARA ATENDER AS NECESSIDADES DA SECRETARIA DE SAÚDE DE RECIFE.",LICITAÇÃO,,11453909000111,,TRANSIL TRANSPORTE SILANO LTDA EPP,AVENIDA LUIS CORREIA DE BRITO,1014,"",SITIO NOVO,OLINDA,PE,2016-03-02T00:00:00,2017-03-01T00:00:00,0.0,39189.6,CADASTRADO
4966,4801.0008/2006,,SECRETARIA DE SAÚDE,"LOCAÇÃO DE IMÓVEL NÃO RESIDENCIAL, SITUADO À RUA SANTA TEREZA, Nº 174, COQUEIRAL, RECIFE,PE, DESTINADO  A ABRIGAR UM PSF DO DS V DA SECRETARIA DE SAÚDE DO RECIFE.",DISPENSA,,11185675000179,,ASSOCIAÇÃO DE MORADORES BAIRRO COQUEIRAL,"",,"","","","",2006-01-09T00:00:00,2007-01-09T00:00:00,0.0,6000.0,CADASTRADO
4967,4801.0008/2015,,SECRETARIA DE SAÚDE,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA  NA PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE AMBULÂNCIA DO TIPO ""D""-UNIDADE DE SUPORTE AVANÇADO- COM GERENCIAMENTO OPERACIONAL, INCLUINDO MOTORISTA DEVIDAMENTE HABILITADO PARA TRANSPORTE DE PACIENTES, PARA ATENDER AS NECESSIDADES DA SECRETARIA DE SAÚDE DA PREFEITURA DO RECIFE.",LICITAÇÃO,,13097538000108,,MAIS VIDA SERVICOS DE SAUDE LTDA,AVENIDA RUI BARBOSA,829,"",GRACAS,RECIFE,PE,2015-02-12T00:00:00,2016-02-11T00:00:00,0.0,1979273.21,CADASTRADO
4968,4801.0009/2017,,SECRETARIA DE SAÚDE,"LOCAÇÃO DO LOTE DE TERRENO PRÓPRIO, Nº 56 DA QUADRA W-3, COMPONENTE DO 2º LOTEAMENTO CIDADE OPERÁRIA DO RECIFE, IBURA, FREGUESIA DE AFOGADOS, RECIFE, PE DESTINADO À INSTALAÇÃO DA USF RIO DA PRATA, ANEXO 01 DA SECRETARIA DE SAÚDE DO RECIFE.",DISPENSA,,,66999979472,SELMA DE FÁTIMA SOUZA DA SILVA,"",,"","","","",2017-06-04T00:00:00,2018-06-03T00:00:00,0.0,6600.0,CADASTRADO
4969,4801.0010/2017,,SECRETARIA DE SAÚDE,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM LOCAÇÃO E INSTALAÇÃO DE APARELHOS DE AR CONDICIONADOS, NOVOS DOS TIPOS SPLIT E JANELA, LOTES 01 (UM) E 03 (TRÊS) PARA ATENDER AS NECESSIDADES DA SECRETARIA DE SAÚDE DO RECIFE.",LICITAÇÃO,,4966953000160,,MPM ALUGUEL DE AR LTDA,RUA MANOEL DE ARRUDA CAMARA,105,"",PRADO,RECIFE,PE,2017-05-18T00:00:00,2018-05-17T00:00:00,0.0,998712.0,CADASTRADO
4970,4801.0011/2012,,SECRETARIA DE SAÚDE,"LOCAÇÃO DE IMÓVEL SITUADO À AV. REPÚBLICA DO LÍBANO,355, PINA, RECIFE/PE, ONDE FUNCIONA A POLICLÍNICA/SERVIÇO DE PRONTO ATENDIMENTO À POPULAÇÃO DO PINA/DS VI DA SECRETARIA DE SAÚDE DA PREFEITURA DO RECIFE.",DISPENSA,,,1332350410,ARNALDO DE SENA CARNEIRO,"",,"","","","",2012-02-01T00:00:00,2013-01-31T00:00:00,0.0,300000.0,CADASTRADO
4971,4801.0011/2017,,SECRETARIA DE SAÚDE,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM LOCAÇÃO E INSTALAÇÃO DE APARELHOS DE AR CONDICIONADOS NOVOS DOS TIPOS SPLIT E JANELA, LOTE 02 (DOIS) PARA ATENDER AS NECESSIDADES DA SECRETARIA DE SAÚDE DO RECIFE.",LICITAÇÃO,,12785572000102,,FRIOMAQ REFRIGERACAO LTDA,RUA COPACABANA,725,GALPÃO 0001,BOA VIAGEM,RECIFE,PE,2017-05-18T00:00:00,2018-05-17T00:00:00,0.0,590868.0,CADASTRADO
4972,4801.0013/2005,,SECRETARIA DE SAÚDE,"LOCAÇÃO DE IMÓVEL SITO À 3ª TRAVESSA DO SÍTIO SÃO BRAZ, N. 60 E 60 A, DOIS IRMÃOS . PSF SITIO SÃO BRAZ -DS III",INEXIGIBILIDADE,,,12320498400,INÊS ALVES DE ALMEIDA,"",,"","","","",2005-01-31T00:00:00,2014-02-05T00:00:00,8363.76,5760.0,CADASTRADO
4973,4801.0015/2011,,SECRETARIA DE SAÚDE,"LOCAÇÃO DE IMÓVEL NÃO RESIDENCIAL, SITUADO À RUA ÁLVARES DE AZEVEDO, Nº 100  SANTO AMARO, RECIFE/PE, ONDE FUNCIONARÁ A CASA DO MEIO DO CAMINHO PROF. LUIZ CERQUEIRA DO DS I DA SECRETARIA DE SAÚDE DO RECIFE.",DISPENSA,,2863024000108,,PRODUTIVA SAÚDE OCUPACIONAL LTDA,"",,"","","","",2011-02-11T00:00:00,2012-02-10T00:00:00,33600.0,33600.0,CADASTRADO
4974,4801.0015/2013,,SECRETARIA DE SAÚDE,CONTRATAÇÃO EMPRESA PARA ELABORAÇÃO DE PROJETOS DE ARQUITETURAS  DA UNIDADE PÚBLICA DE ATENDIMENTO ESPECIALIZADO - UPAE.,LICITAÇÃO,,2731208000106,,JACIL SERVIÇOS DE ENGENHARIA EIRELI,AVENIDA RIO BRANCO,155,SALA 05,RECIFE,RECIFE,PE,2014-03-31T00:00:00,2014-11-30T00:00:00,0.0,875347444.0,CADASTRADO
4975,4801.0015/2014,,SECRETARIA DE SAÚDE,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA, POR DEMANDA, PARA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA, COM FORNECIMENTO DE MATERIAIS, NAS UNIDADES DE SAÚDE, DISTRITOS SANITÁRIOS I E VI (93 UNIDADES DE SAÚDE) E NÚCLEO CENTRAL - LOTE 1, DA SECRETARIA DE SAÚDE DA PREFEITURA  DO RECIFE.",LICITAÇÃO,,5275604000164,,WALTER LOPES ENGENHARIA LTDA,RUA JAMAICA,179,SALA 03,IMBIRIBEIRA,RECIFE,PE,2014-01-27T00:00:00,2015-01-26T00:00:00,0.0,4799000.0,CADASTRADO
4976,4801.0016/2014,,SECRETARIA DE SAÚDE,"PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA NAS UNIDADES DE SAÚDE, ACADEMIAS DA CIDADE E PRÉDIOS ADMINISTRATIVOS DA SECRETARIA DE SAÚDE DA PREFEITURA DO RECIFE.",LICITAÇÃO,,2908931000118,,CONSTRUTORA SBM LTDA,RUA GOMES PACHECO,287,"",ESPINHEIRO,RECIFE,PE,2014-01-27T00:00:00,2015-01-26T00:00:00,4196821.5,4196821.5,CADASTRADO
4977,4801.0016/2015,,SECRETARIA DE SAÚDE,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA NOS VEÍCULOS DA FROTA DA SECRETARIA DE SAÚDE DA PREFEITURA DO RECIFE.,LICITAÇÃO,,9239373000194,,BATALHA AUTO SERVICE PEÇAS E PNEUS LTDA EPP,ESTRADA DA  BATALHA,562,"",PRAZERES,JABOATAO DOS GUARARAPES,PE,2015-03-02T00:00:00,2016-03-01T00:00:00,841428.57,841428.57,CADASTRADO
4978,4801.0017/2013,,SECRETARIA DE SAÚDE,CONTRATAÇÃO DE AGENTE DE INTEGRAÇÃO PARA PRESTAÇÃO DE SERVIÇOS DE OPERACIONALIZAÇÃO DO PROGRAMA DE ESTÁGIO DE ESTUDANTES NA PREFEITURA DO RECIFE PARA ATENDER AS NECESSIDADES DA SECRETARIA DE SAÚDE DO RECIFE.,LICITAÇÃO,,11000361000154,,INSTITUTO EUVALDO LODI NUCLEO REGIONAL DE PERNAMBUCO,AVENIDA CRUZ CABUGA,767,6º  ANDAR,SANTO AMARO,RECIFE,PE,2013-03-01T00:00:00,2014-02-28T00:00:00,0.0,675410.52,CADASTRADO
4979,4801.0017/2014,,SECRETARIA DE SAÚDE,"PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA NAS UNIDADES DE SAÚDE, ACADEMIAS DA CIDADE E PRÉDIOS ADMINISTRATIVOS DA SECRETARIA DE SAÚDE DA PREFEITURA DO RECIFE, COM FORNECIMENTO DE MATERIAIS, LOCALIZADOS NAS DIVERSAS ÁREAS DA CIDADE DO RECIFE.",LICITAÇÃO,,70082227000109,,SEDENGE SERVICOS DE ENGENHARIA LTDA,RUA JOSE DE HOLANDA,472,SALA 202,TORRE,RECIFE,PE,2014-01-27T00:00:00,2015-01-26T00:00:00,0.0,3696999.0,CADASTRADO
4980,4801.0018/2014,,SECRETARIA DE SAÚDE,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA, POR DEMANDA, PARA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA, COM FORNECIMENTO DE MATERIAIS, NAS UNIDADES DE SAÚDE E ACADEMIAS DA CIDADE (41 UNIDADES) - LOTE 4, DA SECRETARIA DE SAÚDE DA PREFEITURA DO RECIFE.",LICITAÇÃO,,10811370000162,,GUERRA CONSTRUCOES LTDA,RUA PROFESSOR SILVIO RABELO,550,"",CANDEIAS,JABOATAO DOS GUARARAPES,PE,2014-01-27T00:00:00,2015-01-26T00:00:00,0.0,2150000.0,CADASTRADO
4981,4801.0018/2017,,SECRETARIA DE SAÚDE,"LOCAÇÃO DE IMÓVEL NÃO RESIDENCIAL, LOCALIZADO NA AV. AGAMENON MAGALHÃES, Nº 2.901, ESPINHEIRO, RECIFE, PE SERÁ DESTINADO A INSTALAÇÃO  DA UNIDADE DE SAÚDE DA FAMÍLIA - UNIÃO DAS VILAS, AO PROGRAMA NACIONAL DE IMUNIZAÇÃO E A FARMÁCIA DISTRITAL DA SECRETARIA DE SAÚDE DO RECIFE.",DISPENSA,,22679234000140,,AGN - ALMEIDA GUSMÃO NEGÓCIOS LTDA,"",,"","","","",2017-07-19T00:00:00,2018-07-18T00:00:00,0.0,108888.0,CADASTRADO
4982,4801.0025/2014,,SECRETARIA DE SAÚDE,CONTRATAÇÃO DE PESSOA JURÍDICA PARA EXECUÇÃO DE SERVIÇOS DE REFORMA DE ÁREA DE PARA US 150 UNIDADE DE SAÚDE DA FAMÍLIA FERNANDES FIGUEIRA.,LICITAÇÃO,,6081565000127,,SANTA JULIA INCORPORADORA E CONSTRUTORA LTDA EPP,RUA JOAQUIM DE O. CASTRO,2,"",CENTRO,CRUZ DO ESPIRITO SANTO,PB,2014-08-17T00:00:00,2015-03-12T00:00:00,1499983.34,1499983.34,CADASTRADO
4983,4801.0027/2017,,SECRETARIA DE SAÚDE,"LOCAÇÃO DE IMÓVEL NÃO RESIDENCIAL, LOCALIZADO NA RUA FREI ATANÁZIO, Nº 364, JARDIM SÃO PAULO, RECIFE, PE DESTINADO À INSTALAÇÃO TEMPORÁRIA DO CENTRO DE SAÚDE FERNANDES FIGUEIRA DA SECRETARIA DE SAÚDE DE RECIFE.",DISPENSA,,,3727238453,JOSÉ SIMÃO DOS SANTOS,RUA ANA PIRES LUSTOSA,75,"",JARDIM SAO PAULO,RECIFE,PE,2017-08-24T00:00:00,2018-08-23T00:00:00,0.0,84000.0,CADASTRADO
4984,4801.0028/2015,,SECRETARIA DE SAÚDE,CONTRATAÇÃO EMPRESA PRESTAÇÃO SERVIÇOS PARA FORNECIMENTO DE SOLUÇÃO DE IMPRESSÃO DEPARTAMENTAL E DIGITALIZAÇÃO PARA INTEGRAÇÃO COM OS SISTEMAS CORPORATIVOS DA SECRETARIA DE SAUDE DA PREFEITURA DA CIDADE DO RECIFE.,LICITAÇÃO,,64799539000135,,TECNOSET INFORMATICA PRODUTOS E SERVICOS LTDA,RUA TAMOIOS,246,"",JARDIM AEROPORTO,SAO PAULO,SP,2015-03-30T00:00:00,2016-03-29T00:00:00,0.0,489919.92,CADASTRADO
4985,4801.0028/2016,,SECRETARIA DE SAÚDE,"CONTRATO DE GESTÃO COM EMPRESA PARA GERENCIAMENTO, OPERACIONALIZAÇÃO E A EXEÇÃO DAS AÇÕES E SERVIÇOS DE SAÚDE A SEREM EXECUTADOS NO HOSPITAL DA MULHER DA CIDADE DO RECIFE.",LICITAÇÃO,,10894988000486,,SOCIEDADE PERNAMBUCANA DE COMBATE AO CANCER,RUA CAIS DO APOLO,10,"",RECIFE,RECIFE,PE,2016-04-05T00:00:00,2018-04-04T00:00:00,116602009.19,116602009.19,CADASTRADO
4986,4801.0029/2009,,SECRETARIA DE SAÚDE,"LOCAÇÃO DE IMÓVEL NÃO RESIDENCIAL, SITUADO À RUA TAMBOARA, Nº 655, ÁGUA FRIA, RECIFE, PE PARA INSTALAÇÃO PROVISÓRIA DA UNIDADE DE SAÚDE PROF. LUIZ WILSON DO DS II DA SECRETARIA DE SAÚDE DO RECIFE.",DISPENSA,,,33318247472,HELENA MONTEIRO CAMPOS,"",,"","","","",2009-03-27T00:00:00,2010-03-27T00:00:00,0.0,10800.0,CADASTRADO
4987,4801.0029/2015,,SECRETARIA DE SAÚDE,PRESTAÇÃO DE SERVIÇO DE MANUTENÇÃO E PREVENÇÃO CORRETIVA COM REPOSIÇÃO DE PEÇAS PARA OS EQUIPAMENTOS ODONTOLÓGICOS INSTALADOS NA REDE MUNICIPAL DE SAÚDE.,LICITAÇÃO,,2360051000150,,TEC BRASIL EIRELI EPP,AVENIDA MARECHAL MASCARENHAS DE MORAES,2812,"",JESUS DE NAZARETH,VITÓRIA,ES,2015-03-17T00:00:00,2016-03-16T00:00:00,0.0,1952880.0,CADASTRADO
4988,4801.0030/2015,,SECRETARIA DE SAÚDE,"LOCAÇÃO DE IMÓVEL NÃO RESIDENCIAL, LOCALIZADO NA RUA DJALMA FARIAS, Nº 385, TORREÃO, RECIFE, PE PARA INSTALAÇÃO DO CAPS JOSE CARLOS SOUTO DO DS II DA SECRETARIA DE SAÚDE DO RECIFE.",DISPENSA,,,33022453,SEBASTIAO ORLANDO DO NASCIMENTO,"",,"","","","",2015-03-25T00:00:00,2016-03-24T00:00:00,0.0,121320.0,CADASTRADO
4989,4801.0031/2002,,SECRETARIA DE SAÚDE,"LOCAÇÃO DE IMÓVEL SITUADO À RUA MARECHAL DEODORO, 235-TORREÃO/CAPS JOSE CARLOS SOUTO DS II",INEXIGIBILIDADE,,,100455468,AMÉDIO ALENCAR ARARIPE,"",,"","","","",2002-02-11T00:00:00,2014-01-19T00:00:00,333965.88,20400.0,CADASTRADO
4990,4801.0032/2017,,SECRETARIA DE SAÚDE,"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE MOTORISTAS, CATEGORIAS B, C E D PARA ATENDER AS NECESSIDADES DA SECRETARIA DE SAÚDE DO RECIFE.",SARP,,8362490000188,,ADSERV EMPREENDIMENTOS E SERVIÇOS DE MAO DE OBRA EIRELI,RUA SÃO MIGUEL,565,"",AMARO BRANCO,OLINDA,PE,2017-08-24T00:00:00,2018-08-23T00:00:00,0.0,16703229.6,CADASTRADO
4991,4801.0034/2013,,SECRETARIA DE SAÚDE,"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE 70 (SETENTA) VEÍCULOS TIPO KOMBI, SEM MOTORISTAS E SEM COMBUSTÍVEL.",LICITAÇÃO,,329696000102,,LOCADORA DE VEICULOS CAXANGA LTDA,TRAVESSA RIBEIRO ROMA,100,FUNDOS,ZUMBI,RECIFE,PE,2013-02-08T00:00:00,2013-04-30T00:00:00,323190.0,323190.0,CADASTRADO
4992,4801.0035/2017,,SECRETARIA DE SAÚDE,"LOCAÇÃO DE IMÓVEL NÃO RESIDENCIAL, LOCALIZADO NA RUA SALVADOR DE SÁ, Nº 501, ROSARINHO, RECIFE, PE DESTINADO A INSTALAÇÃO DE CAPS AD TIPO III - 24 HORAS, DESTA SECRETARIA DE SAÚDE DO RECIFE.",DISPENSA,,,4667468491,ADAMILTON JOSÉ AGUIAR DE MELO,"",,"","","","",2017-10-28T00:00:00,2018-10-27T00:00:00,0.0,111600.0,CADASTRADO
4993,4801.0036/2016,,SECRETARIA DE SAÚDE,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ENGENHARIA PARA GESTÃO, COM MONITORAMENTO ONLINE, DA EXECUÇÃO DOS PROJETOS EXECUTIVOS, PLANEJAMENTO, IMPLANTAÇÃO E GERENCIAMENTO DE TODAS AS ATIVIDADES RELACIONADAS A OBRAS DE ENGENHARIA  CLINICA, INCLUINDO A GESTÃO DA MANUTENÇÃO PREVENTIVA E CORRETIVA DE BAIXA COMPLEXIDADE DAS INSTALAÇÕES E EQUIPAMENTOS DA REDE DAS UNIDADES ASSISTENCIAIS DE SAÚDE DA PREFEITURA DA CIDADE DO RECIFE.",LICITAÇÃO,,780851000102,,GUSMAO PLANEJAMENTO E OBRAS LTDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,2885,CASA,ESPINHEIRO,RECIFE,PE,2016-03-31T00:00:00,2017-05-30T00:00:00,0.0,10262094.29,CADASTRADO
4994,4801.0038/2016,,SECRETARIA DE SAÚDE,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA COM REPOSIÇÃO DE PEÇAS NOS EQUIPAMENTOS DE NEO-NATAL DA MARCA RECÉM NASCIDO.,INEXIGIBILIDADE,,7223797000135,,SOARES E CABRAL COMERCIAL LTDA ME,AVENIDA DA NOSSA SENHORA SAUDE,494,"",CORDEIRO,RECIFE,PE,2016-04-11T00:00:00,2017-04-10T00:00:00,97537.92,97537.92,CADASTRADO
4995,4801.0040/2015,,SECRETARIA DE SAÚDE,"PRESTAÇÃO DE SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA, COM REPOSIÇÃO DE PEÇAS NOS EQUIPAMENTOS DE NEONATOLOGIA DA MARCA GIGANTE RECEM NASCIDO, PARA ATENDER AS NECESSIDADES DO HOSPITAL E PEDIATRIA DA REDE.",INEXIGIBILIDADE,,7223797000135,,SOARES E CABRAL COMERCIAL LTDA ME,AVENIDA DA NOSSA SENHORA SAUDE,494,"",CORDEIRO,RECIFE,PE,2015-04-09T00:00:00,2016-04-08T00:00:00,97537.92,97537.92,CADASTRADO
4996,4801.0042/2016,,SECRETARIA DE SAÚDE,PRESTAÇÃO DE SERVIÇO DE PROTEÇÃO RADIOLÓGICA PESSOAL (MONITORAÇÃO INDIVIDUAL EXTERNA DE RADIAÇÕES GAMA E X) PARA ATENDER AS NECESSIDADES DAS UNIDADES DE SAÚDE DA SECRETARIA DE SAÚDE DO RECIFE.,INEXIGIBILIDADE,,11735586000159,,FUNDACAO DE APOIO AO DESENVOLVIMENTO DA UNIVERSIDADE FEDERAL DE PERNAMBUCO,ACADEMICO HELIO RAMOS,336,CID. UNIVERSITÁRIA,VARZEA,RECIFE,PE,2016-04-14T00:00:00,2016-12-31T00:00:00,0.0,22787.33,CADASTRADO
4997,4801.0043/2009,,SECRETARIA DE SAÚDE,FORNECIMENTO DE ÁGUA POTÁVEL - 02 LOTES,LICITAÇÃO,,10779162000123,,PLANETA AGUA EXPRESS LTDA - EPP,AVENIDA LEOPOLDINO CANUTO DE MELO,362,"",CAIXA DAGUA,OLINDA,PE,2010-01-25T00:00:00,2014-04-01T00:00:00,2643333.33,624000.0,CADASTRADO
4998,4801.0044/2006,,SECRETARIA DE SAÚDE,LOCAÇÃO DE IMÓVEL SITUADO À RUA BEZINA 137 JIQUIÁ/PSFJIQUIA DS- V,INEXIGIBILIDADE,,,45581754853,EVANDRO BEZERRA DE SENA,"",,"","","","",2015-02-27T00:00:00,2016-02-26T00:00:00,91785.28,7200.0,CADASTRADO
4999,4801.0045/2016,,SECRETARIA DE SAÚDE,CONTRATAÇÃO EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO E PREVENÇÃO CORRETIVA COM REPOSIÇÃO DE PEÇAS NOS EQUIPAMENTOS DE NEONATOLOGIA DA MARCA FANEM.,INEXIGIBILIDADE,,10779833000156,,MEDICAL MERCANTIL DE APARELHAGEM MEDICA LTDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,3158,ESPINHEIRO,DERBY,RECIFE,PE,2016-05-07T00:00:00,2017-05-06T00:00:00,146640.0,146640.0,CADASTRADO
5000,4801.0045/2017,,SECRETARIA DE SAÚDE,"PRESTAÇÃO DE SERVIÇOS DE HOSPEDAGEM EM HOTEL, COM LAVANDARIA E TRÊS REFEIÇÕES INCLUSAS PARA PROFISSIONAIS MÉDICOS DO PROGRAMA MAIS MÉDICOS DA REDE DE SAÚDE DA SECRETARIA DE SAÚDE DO RECIFE.",DISPENSA,,1774651000100,,CLARICE E LARISSA VIAGENS E TURISMO LTDA,RUA JOAQUIM NABUCO,330,"",DERBY,RECIFE,PE,2017-02-16T00:00:00,2017-08-15T00:00:00,0.0,262350.0,CADASTRADO
5001,4801.0049/2017,,SECRETARIA DE SAÚDE,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA  PRESTAÇÃO DE SERVIÇOS CONTÍNUOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE VEÍCULOS - LOTE 1 PARA O SAMU DA SECRETARIA DE SAÚDE DO RECIFE.,LICITAÇÃO,,7525034000149,,ANA MARIA DA CONCEIÇÃO DE MENESES CAVALCANTI - EPP,RUA JOSE NUNES DA CUNHA,878,NULL,CANDEIAS,JABOATAO DOS GUARARAPES,PE,2017-05-23T00:00:00,2018-05-22T00:00:00,0.0,684144.0,CADASTRADO
5002,4801.0050/2011,,SECRETARIA DE SAÚDE,PRESTAÇÃO DE SERVIÇOS DE TRANSPORTES DE VEÍCULOS EM CEGONHEIRA,LICITAÇÃO,,998573000156,,BRASIL CAR TRANSPORTE DE VEÍCULOS E LOGÍSTICA LTDA,"",,"","","","",2015-06-01T00:00:00,2016-05-31T00:00:00,422400.0,70400.0,CADASTRADO
5003,4801.0050/2012,,SECRETARIA DE SAÚDE,"PRESTAÇÃO DE SERVIÇO ESPECIALIZADO EM TRANSPORTE DE CARGAS, COM DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, VEÍCULOS E COMBUSTÍVEIS FORNECIDOS PELA CONTRATADA PARA ATENDER AS NECESSIDADES DA SECRETARIA DE SAÚDE DO RECIFE.",LICITAÇÃO,,824311000175,,SERVICAR LOCADORA EIRELI - EPP,RUA SETENTA E QUATRO,150,"",MARANGUAPE I,PAULISTA,PE,2012-09-03T00:00:00,2013-09-02T00:00:00,348000.0,348000.0,CADASTRADO
5004,4801.0051/2012,,SECRETARIA DE SAÚDE,PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE CAMINHÃO BOIADEIRO,LICITAÇÃO,,11453909000111,,TRANSIL TRANSPORTE SILANO LTDA EPP,AVENIDA LUIS CORREIA DE BRITO,1014,"",SITIO NOVO,OLINDA,PE,2012-07-20T00:00:00,2014-07-20T00:00:00,453600.0,226800.0,CADASTRADO
5005,4801.0055/2012,,SECRETARIA DE SAÚDE,"LOCAÇÃO DE IMÓVEL NÃO RESIDENCIAL, SITUADO À RUA DAS ROSAS, Nº. 120, PASSARINHO, RECIFE, PE ONDE FUNCIONARÁ A UNIDADE DE SAÚDE DA FAMÍLIA, PASSARINHO ALTO, DS III DA SECRETARIA DE SAÚDE DE RECIFE.",DISPENSA,,,2819844413,ROSA CRISTIANA JOSÉ DA SILVA,"",,"","","","",2012-02-01T00:00:00,2013-01-31T00:00:00,0.0,7200.0,CADASTRADO
5006,4801.0059/2014,,SECRETARIA DE SAÚDE,"PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE AMBULÂNCIA, DO TIPO ""B"" - UNIDADE DE SUPORTE BÁSICO, COM CONDUTOR, MEDICAMENTOS, EQUIPAMENTOS, E MANUTENÇÃO PREVENTIVA E CORRETIVA PARA ATENDER AS NECESSIDADES DA SECRETARIA DE SAÚDE DO RECIFE.",LICITAÇÃO,,13097538000108,,MAIS VIDA SERVICOS DE SAUDE LTDA,AVENIDA RUI BARBOSA,829,"",GRACAS,RECIFE,PE,2014-03-06T00:00:00,2015-03-05T00:00:00,0.0,2499951.6,CADASTRADO
